"12:00A","12:02A","12:03A","12:06A","12:08A","12:10A","12:12A","12:15A","12:16A","12:22A","&gt;","12:26A","12:28A"
"12:45A","12:47A","12:48A","12:51A","12:53A","12:55A","12:57A","1:00A","1:01A","1:07A","&gt;","1:11A","1:13A"
"1:30A","1:32A","1:33A","1:36A","1:38A","1:40A","1:42A","1:45A","1:46A","1:52A","&gt;","1:56A","1:58A"
"2:15A","2:17A","2:18A","2:21A","2:23A","2:25A","2:27A","2:30A","2:31A","2:37A","&gt;","2:41A","2:43A"
"3:00A","3:02A","3:03A","3:06A","3:08A","3:10A","3:12A","3:15A","3:16A","3:22A","&gt;","3:26A","3:28A"
"3:45A","3:47A","3:48A","3:51A","3:53A","3:55A","3:57A","4:00A","4:01A","4:07A","&gt;","4:11A","4:13A"
"4:30A","4:32A","4:33A","4:36A","4:38A","4:40A","4:42A","4:45A","4:46A","4:52A","4:55A","4:56A","4:58A"
"5:00A","5:02A","5:03A","5:06A","5:08A","5:10A","5:12A","5:15A","5:16A","5:22A","5:25A","5:26A","5:28A"
"5:30A","5:32A","5:33A","5:36A","5:38A","5:40A","5:42A","5:45A","5:46A","5:52A","5:55A","5:56A","5:58A"
"6:00A","6:02A","6:03A","6:06A","6:08A","6:10A","6:12A","6:15A","6:16A","6:22A","6:25A","6:26A","6:28A"
"6:30A","6:32A","6:33A","6:36A","6:38A","6:40A","6:42A","6:45A","6:46A","6:52A","6:55A","6:56A","6:58A"
"6:50A","6:52A","6:53A","6:56A","6:58A","7:00A","7:02A","7:05A","7:06A","7:12A","7:15A","7:16A","7:18A"
"7:10A","7:12A","7:13A","7:16A","7:18A","7:20A","7:22A","7:25A","7:26A","7:32A","7:35A","7:36A","7:38A"
"7:30A","7:32A","7:33A","7:36A","7:38A","7:40A","7:42A","7:45A","7:46A","7:52A","7:55A","7:56A","7:58A"
"7:50A","7:52A","7:53A","7:56A","7:58A","8:00A","8:02A","8:05A","8:06A","8:12A","8:15A","8:16A","8:18A"
"8:10A","8:12A","8:13A","8:16A","8:18A","8:20A","8:22A","8:25A","8:26A","8:32A","8:35A","8:36A","8:38A"
"8:30A","8:32A","8:33A","8:36A","8:38A","8:40A","8:42A","8:45A","8:46A","8:52A","8:55A","8:56A","8:58A"
"8:50A","8:52A","8:53A","8:56A","8:58A","9:00A","9:02A","9:05A","9:06A","9:12A","9:15A","9:16A","9:18A"
"9:10A","9:12A","9:13A","9:16A","9:18A","9:20A","9:22A","9:25A","9:26A","9:32A","9:35A","9:36A","9:38A"
"9:30A","9:32A","9:33A","9:36A","9:38A","9:40A","9:42A","9:45A","9:46A","9:52A","9:55A","9:56A","9:58A"
"9:50A","9:52A","9:53A","9:56A","9:58A","10:00A","10:02A","10:05A","10:06A","10:12A","10:15A","10:16A","10:18A"
"10:10A","10:12A","10:13A","10:16A","10:18A","10:20A","10:22A","10:25A","10:26A","10:32A","10:35A","10:36A","10:38A"
"10:30A","10:32A","10:33A","10:36A","10:38A","10:40A","10:42A","10:45A","10:46A","10:52A","10:55A","10:56A","10:58A"
"10:50A","10:52A","10:53A","10:56A","10:58A","11:00A","11:02A","11:05A","11:06A","11:12A","11:15A","11:16A","11:18A"
"11:10A","11:12A","11:13A","11:16A","11:18A","11:20A","11:22A","11:25A","11:26A","11:32A","11:35A","11:36A","11:38A"
"11:30A","11:32A","11:33A","11:36A","11:38A","11:40A","11:42A","11:45A","11:46A","11:52A","11:55A","11:56A","11:58A"
"11:50A","11:52A","11:53A","11:56A","11:58A","12:00P","12:02P","12:05P","12:06P","12:12P","12:15P","12:16P","12:18P"
"12:10P","12:12P","12:13P","12:16P","12:18P","12:20P","12:22P","12:25P","12:26P","12:32P","12:35P","12:36P","12:38P"
"12:30P","12:32P","12:33P","12:36P","12:38P","12:40P","12:42P","12:45P","12:46P","12:52P","12:55P","12:56P","12:58P"
"12:50P","12:52P","12:53P","12:56P","12:58P","1:00P","1:02P","1:05P","1:06P","1:12P","1:15P","1:16P","1:18P"
"1:10P","1:12P","1:13P","1:16P","1:18P","1:20P","1:22P","1:25P","1:26P","1:32P","1:35P","1:36P","1:38P"
"1:30P","1:32P","1:33P","1:36P","1:38P","1:40P","1:42P","1:45P","1:46P","1:52P","1:55P","1:56P","1:58P"
